Rank;Bib;Name;Club;Sex;Category;Category_Rank;5km;10km;12km;15km;Finish;Time_Behind_Winner;Avg_Pace;0_5_pace;5_10_pace;10_15_pace;15_end_pace;0_5_10_diff;5_10_15_diff;10_15_end_diff;start_end_diff;0_5_average_diff;5_10_average_diff;10_15_average_diff;15_end_average_diff;10k_diff;Cluster_5;Cluster_5_Label;Cluster_8;Cluster_8_Label;Cluster_10;Cluster_10_Label
2371;1973;BLUON JEAN-BAPTISTE;;Homme;MAH1;893;00:21:30;00:43:11;00:54:39;01:05:30;01:32:20;+28:49;262.59657771247095;258.0;260.2;267.8;264.06429391504014;2.1999999999999886;7.600000000000023;-3.7357060849598724;6.064293915040139;-4.596577712470946;-2.3965777124709575;5.203422287529065;1.4677162025691928;6.832146957520081;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2372;6143;TURTOI RADU;;Homme;MAH1;894;00:22:11;00:43:43;00:55:06;01:05:57;01:32:20;+28:49;262.59657771247095;266.2;258.4;266.8;259.6358865015581;-7.800000000000011;8.400000000000034;-7.164113498441907;-6.564113498441884;3.6034222875290425;-4.196577712470969;4.203422287529065;-2.9606912109128416;0.9179432507791034;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2373;5301;DEMAGNY ALEXANDRE;;Homme;MAH1;895;00:22:00;00:43:37;00:55:08;01:06:01;01:32:20;+28:49;262.59657771247095;264.0;259.4;268.8;258.97982614400524;-4.600000000000023;9.400000000000034;-9.820173855994767;-5.020173855994756;1.4034222875290538;-3.196577712470969;6.203422287529065;-3.616751568465702;2.189913072002639;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2374;1354;MORGAN SAOUT;;Homme;MAH1;896;00:22:29;00:44:00;00:55:14;01:05:58;01:32:20;+28:49;262.59657771247095;269.8;258.2;263.6;259.4718714121699;-11.600000000000023;5.400000000000034;-4.128128587830133;-10.328128587830122;7.203422287529065;-4.3965777124709575;1.0034222875290766;-3.1247063003010567;-2.464064293915044;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2375;129;LAURENT ARNAUD;;Homme;MAH1;897;00:22:10;00:43:33;00:54:59;01:05:36;01:32:21;+28:50;262.6439778167512;266.0;256.6;264.6;263.24421846809906;-9.399999999999977;8.0;-1.3557815319009592;-2.7557815319009364;3.356022183248797;-6.04397781675118;1.9560221832488196;0.6002406513478604;2.62210923404956;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2376;11439;AMIOUNI CHLOÉ;AO CHARENTON;Femme;MAF1;39;00:22:02;00:43:20;00:54:47;01:05:44;01:32:22;+28:51;262.6913779210314;264.4;255.6;268.8;262.0961128423815;-8.799999999999983;13.200000000000017;-6.70388715761851;-2.303887157618476;1.708622078968574;-7.091377921031409;6.108622078968608;-0.5952650786499021;5.448056421190756;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2377;2493;GATE LÉO;;Homme;SEH;1223;00:22:36;00:44:35;00:56:11;01:06:59;01:32:22;+28:51;262.6913779210314;271.2;263.8;268.8;249.79498113826472;-7.399999999999977;5.0;-19.005018861735294;-21.40501886173527;8.508622078968585;1.108622078968608;6.108622078968608;-12.896396782766686;-8.202509430867622;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2378;141;HENRION LUDOVIC;;Homme;MAH1;898;00:22:11;00:43:33;00:54:58;01:05:39;01:32:22;+28:51;262.6913779210314;266.2;256.4;265.2;262.9161882893226;-9.800000000000011;8.800000000000011;-2.283811710677412;-3.283811710677412;3.5086220789685854;-6.291377921031426;2.5086220789685854;0.2248103682911733;2.7580941446612997;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2379;5225;LÊ QUAN THÔM;;Homme;ESH;54;00:22:27;00:43:50;00:55:07;01:05:47;01:32:22;+28:51;262.6913779210314;269.4;256.6;263.4;261.6040675742168;-12.799999999999955;6.7999999999999545;-1.7959324257831781;-7.795932425783178;6.708622078968574;-6.0913779210313805;0.708622078968574;-1.0873103468146041;-0.4979662128915834;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2380;5884;DUPUIS ADRIEN;;Homme;ESH;55;00:22:30;00:43:52;00:55:07;01:05:46;01:32:22;+28:51;262.6913779210314;270.0;256.4;262.8;261.768082663605;-13.600000000000023;6.400000000000034;-1.0319173363949972;-8.231917336394986;7.308622078968597;-6.291377921031426;0.1086220789686081;-0.9232952574263891;-0.9159586681974474;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2381;4063;MARTIN CYRIL;;Homme;MAH1;899;00:21:33;00:43:16;00:54:54;01:06:14;01:32:22;+28:51;262.6913779210314;258.6;260.6;275.6;257.17566016073476;2.0;15.0;-18.424339839265258;-1.424339839265258;-4.0913779210313805;-2.0913779210313805;12.90862207896862;-5.5157177602966385;6.787830080367371;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2382;11928;MAILLEBUAU MAUD;;Femme;SEF;127;00:21:39;00:42:59;00:54:28;01:05:28;01:32:23;+28:52;262.73877802531166;259.8;256.0;269.8;264.88436936198127;-3.8000000000000114;13.800000000000011;-4.91563063801874;5.08436936198126;-2.938778025311649;-6.73877802531166;7.061221974688351;2.145591336669611;9.442184680990636;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2383;7920;PONS MATHIEU;;Homme;SEH;1224;00:22:19;00:43:59;00:55:16;01:06:04;01:32:23;+28:52;262.73877802531166;267.8;260.0;265.0;258.97982614400524;-7.800000000000011;5.0;-6.020173855994756;-8.820173855994767;5.061221974688351;-2.7387780253116603;2.2612219746883397;-3.758951881306416;-1.9100869279973267;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2384;6336;DUPONT-GUIANVARCH GABIN;;Homme;SEH;1225;00:23:22;00:44:46;00:55:57;01:06:29;01:32:23;+28:52;262.73877802531166;280.4;256.8;260.6;254.87944890929964;-23.599999999999966;3.8000000000000114;-5.720551090700383;-25.520551090700337;17.661221974688317;-5.938778025311649;-2.1387780253116375;-7.85932911601202;-10.860275545350191;1.0;Negative split;5.0;Negative split;7.0;Negative split
2385;336;LUKOWIAK AUBRY;;Homme;MAH1;900;00:22:00;00:43:39;00:55:02;01:05:54;01:32:23;+28:52;262.73877802531166;264.0;259.8;267.0;260.61997703788745;-4.199999999999989;7.199999999999989;-6.380022962112548;-3.380022962112548;1.2612219746883397;-2.938778025311649;4.26122197468834;-2.1188009874242084;1.9099885189437487;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2386;5525;DUCRUIX BAPTISTE;;Homme;SEH;1226;00:21:47;00:42:46;00:54:07;01:05:07;01:32:24;+28:53;262.78617812959186;261.4;251.8;268.2;268.49270132852223;-9.599999999999966;16.399999999999977;0.2927013285222415;7.092701328522253;-1.3861781295918831;-10.986178129591849;5.413821870408128;5.70652319893037;11.746350664261058;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2387;3348;DESBOIS CORENTIN;;Homme;SEH;1227;00:23:16;00:45:05;00:56:28;01:07:04;01:32:24;+28:53;262.78617812959186;279.2;261.8;263.8;249.30293587010004;-17.399999999999977;2.0;-14.497064129899968;-29.897064129899945;16.41382187040813;-0.986178129591849;1.013821870408151;-13.483242259491817;-13.948532064949973;1.0;Negative split;5.0;Negative split;7.0;Negative split
2388;5494;LOIZEAU BENJAMIN;;Homme;SEH;1228;00:22:37;00:44:38;00:56:07;01:06:45;01:32:25;+28:54;262.8335782338721;271.4;264.2;265.4;252.58323765786452;-7.199999999999989;1.1999999999999886;-12.816762342135462;-18.816762342135462;8.56642176612786;1.3664217661278713;2.56642176612786;-10.250340576007602;-8.808381171067708;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2389;8701;DOURGUIN LORRY;;Homme;SEH;1229;00:22:12;00:43:41;00:55:03;01:05:53;01:32:25;+28:54;262.8335782338721;266.4;257.8;266.4;261.11202230605215;-8.599999999999966;8.599999999999966;-5.287977693947823;-5.287977693947823;3.56642176612786;-5.033578233872106;3.56642176612786;-1.7215559278199635;1.6560111530260428;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2390;6184;GIBIER PIERRE;;Homme;SEH;1230;00:21:23;00:42:09;00:52:56;01:03:13;01:32:26;+28:55;262.8809783381523;256.6;249.2;252.8;287.51845169755615;-7.400000000000034;3.6000000000000227;34.718451697556134;30.918451697556122;-6.280978338152295;-13.680978338152329;-10.080978338152306;24.637473359403828;17.259225848778073;2.0;Steady pace;3.0;Steady Pace;0.0;Positive Split
2391;6243;TREUIL AYMERIC;;Homme;MAH1;901;00:21:42;00:43:02;00:54:28;01:05:27;01:32:26;+28:55;262.8809783381523;260.4;256.0;269.0;265.5404297195342;-4.399999999999977;13.0;-3.4595702804658117;5.140429719534211;-2.4809783381523403;-6.8809783381523175;6.1190216618476825;2.6594513813818708;9.070214859767077;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2392;11744;JOLIVET AUDE;PARIS SPORT CLUB;Femme;SEF;128;00:22:12;00:43:42;00:55:04;01:05:53;01:32:26;+28:55;262.8809783381523;266.4;258.0;266.2;261.27603739544037;-8.399999999999977;8.199999999999989;-4.92396260455962;-5.123962604559608;3.5190216618476597;-4.8809783381523175;3.319021661847671;-1.6049409427119485;1.5380186977201902;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2393;7537;GIBAULT FRANÇOIS;;Homme;MAH1;902;00:22:21;00:43:40;00:55:00;01:05:52;01:32:26;+28:55;262.8809783381523;268.2;255.8;266.4;261.4400524848286;-12.399999999999977;10.599999999999966;-4.959947515171393;-6.759947515171405;5.319021661847671;-7.080978338152306;3.5190216618476597;-1.4409258533237335;1.9200262424142807;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2394;218;BERTRAND PIERRE;;Homme;MAH1;903;00:22:55;00:44:21;;01:06:13;01:32:26;+28:55;262.8809783381523;275.0;257.2;262.4;257.9957356076759;-17.80000000000001;5.199999999999989;-4.40426439232408;-17.004264392324103;12.119021661847682;-5.680978338152329;-0.48097833815234026;-4.8852427304764205;-5.902132196162086;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2395;1701;PEIXOTO MATHIEU;PONT-AUDEMER AC;Homme;MAH1;904;00:22:50;00:44:35;00:55:51;01:06:37;01:32:26;+28:55;262.8809783381523;274.0;261.0;264.4;254.0593734623585;-13.0;3.3999999999999773;-10.34062653764147;-19.940626537641492;11.119021661847682;-1.8809783381523175;1.5190216618476597;-8.82160487579381;-8.270313268820757;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2396;799;PEPIN STÉPHANE;;Homme;MAH1;905;00:20:29;00:41:39;00:53:03;01:04:19;01:32:27;+28:56;262.9283784424326;245.8;254.0;272.0;276.8574708873216;8.199999999999989;18.0;4.857470887321597;31.057470887321585;-17.128378442432563;-8.928378442432575;9.071621557567425;13.929092444889022;24.528735443660793;0.0;Positive split;4.0;Strong starter;4.0;Steady pace
2397;1303;CICUTTA TÉO;;Homme;SEH;1231;00:23:30;00:45:25;00:56:28;01:07:06;01:32:28;+28:57;262.9757785467128;282.0;263.0;260.2;249.63096604887647;-19.0;-2.8000000000000114;-10.569033951123515;-32.36903395112353;19.024221453287225;0.02422145328722536;-2.775778546712786;-13.344812497836301;-17.58451697556177;1.0;Negative split;5.0;Negative split;7.0;Negative split
2398;4855;AYADI HICHEM;JA MONTROUGE;Homme;MAH1;906;00:21:54;00:43:21;00:54:54;01:05:41;01:32:29;+28:58;263.02317865099303;262.8;257.4;268.0;263.7362637362637;-5.400000000000034;10.600000000000023;-4.263736263736291;0.9362637362636974;-0.22317865099302026;-5.623178650993054;4.976821349006968;0.7130850852706772;5.768131868131832;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2399;5221;CONTRERAS JAYSON;;Homme;SEH;1232;00:22:29;00:43:56;00:55:15;01:06:10;01:32:29;+28:58;263.02317865099303;269.8;257.4;266.8;258.97982614400524;-12.400000000000034;9.400000000000034;-7.820173855994767;-10.820173855994767;6.77682134900698;-5.623178650993054;3.7768213490069797;-4.043352506987787;-0.7100869279973949;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2400;7672;RIBOLA JEAN-CHRISTOPHE;;Homme;MAH1;907;00:21:56;00:43:16;00:54:47;01:05:27;01:32:30;+28:59;263.07057875527323;263.2;256.0;266.2;266.19649007708705;-7.199999999999989;10.199999999999989;-0.0035099229129400555;2.99649007708706;0.12942124472675687;-7.070578755273232;3.129421244726757;3.125911321813817;6.598245038543496;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2401;5112;SERIOT REMI;;Homme;MAH1;908;00:22:05;00:43:30;00:54:45;01:05:20;01:32:30;+28:59;263.07057875527323;265.0;257.0;262.0;267.34459570280467;-8.0;5.0;5.344595702804668;2.344595702804668;1.9294212447267682;-6.070578755273232;-1.0705787552732318;4.274016947531436;3.672297851402334;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2402;1273;JEGATHEESAN PRATHEESAN;;Homme;SEH;1233;00:22:35;00:43:52;00:55:19;01:05:58;01:32:30;+28:59;263.07057875527323;271.0;255.4;265.2;261.11202230605215;-15.599999999999994;9.799999999999983;-4.087977693947835;-9.887977693947846;7.929421244726768;-7.670578755273226;2.129421244726757;-1.9585564492210779;-0.04398884697394578;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2403;7433;FALHUN ERIC;;Homme;MAH1;909;00:22:33;00:44:11;00:55:48;01:06:31;01:32:30;+28:59;263.07057875527323;270.6;259.6;268.0;255.69952435624074;-11.0;8.399999999999977;-12.300475643759256;-14.900475643759279;7.529421244726791;-3.470578755273209;4.929421244726768;-7.371054399032488;-3.2502378218796366;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2404;5432;TOUFFAHI KAMAL;;Homme;MAH1;910;00:22:18;00:43:50;00:55:22;01:06:14;01:32:30;+28:59;263.07057875527323;267.6;258.4;268.8;258.48778087584054;-9.200000000000045;10.400000000000034;-10.31221912415947;-9.11221912415948;4.529421244726791;-4.6705787552732545;5.72942124472678;-4.58279787943269;0.6438904379202768;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2405;2035;CAILLAUD PAUL;;Homme;SEH;1234;00:21:14;00:42:02;00:53:13;01:04:11;01:32:31;+29:00;263.1179788595535;254.8;249.6;265.8;278.8256519599803;-5.200000000000017;16.200000000000017;13.02565195998028;24.02565195998028;-8.317978859553477;-13.517978859553494;2.6820211404465226;15.707673100426803;20.11282597999019;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
2406;3369;PETIT MARTIN;;Homme;SEH;1235;00:21:35;00:42:24;00:53:29;01:04:21;01:32:31;+29:00;263.1179788595535;259.0;249.8;263.4;277.1855010660981;-9.199999999999989;13.599999999999966;13.785501066098107;18.185501066098084;-4.117978859553489;-13.317978859553477;0.2820211404464885;14.067522206544595;15.892750533048996;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2407;10486;STEPHAN LENA;CLAMART CHATILLON RUNNING 92;Femme;SEF;129;00:21:36;00:42:23;00:54:42;01:05:50;01:32:31;+29:00;263.1179788595535;259.2;249.4;281.4;262.58815811054615;-9.799999999999983;31.99999999999997;-18.81184188945383;3.388158110546158;-3.9179788595535;-13.717978859553483;18.28202114044649;-0.5298207490073423;17.69407905527305;0.0;Positive split;4.0;Strong starter;4.0;Steady pace
2408;5115;LAFONT LEO;;Homme;SEH;1236;00:23:21;00:45:45;00:56:54;;01:32:31;+29:00;263.1179788595535;280.2;268.8;252.86113363972237;252.8611336397225;-11.399999999999977;-15.938866360277643;1.4210854715202004e-13;-27.33886636027748;17.0820211404465;5.682021140446523;-10.25684521983112;-10.256845219830979;-21.638866360277575;1.0;Negative split;5.0;Negative split;7.0;Negative split
2409;183;PINTO MICKAEL;;Homme;MAH1;911;00:22:18;00:43:45;00:55:11;01:06:02;01:32:31;+29:00;263.1179788595535;267.6;257.4;267.4;260.61997703788745;-10.200000000000045;10.0;-6.780022962112525;-6.980022962112571;4.482021140446534;-5.7179788595535115;4.2820211404464885;-2.498001821666037;1.5099885189437146;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2410;2736;LE GUEN TANGUI;;Homme;MAH1;912;00:22:26;00:44:12;00:55:40;01:06:34;01:32:31;+29:00;263.1179788595535;269.2;261.2;268.4;255.3714941774643;-8.0;7.199999999999989;-13.028505822535664;-13.828505822535675;6.0820211404465;-1.9179788595535001;5.2820211404464885;-7.746484682089175;-3.314252911267829;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2411;1672;LEFEBVRE PIERRE;PARIS SPORT CLUB;Homme;SEH;1237;00:23:05;00:44:56;00:56:11;01:06:51;01:32:31;+29:00;263.1179788595535;277.0;262.2;263.0;252.58323765786452;-14.800000000000011;0.8000000000000114;-10.416762342135485;-24.416762342135485;13.882021140446511;-0.9179788595535001;-0.11797885955348875;-10.534741201688973;-11.808381171067765;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
2412;9220;BERTHELOT DELPHINE;;Femme;MAF1;40;00:22:28;00:43:51;00:55:18;01:06:06;01:32:32;+29:01;263.1653789638337;269.6;256.6;267.0;260.1279317697228;-13.0;10.399999999999977;-6.872068230277193;-9.472068230277216;6.434621036166334;-6.565378963833666;3.834621036166311;-3.0374471941108823;0.463965884861409;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2413;6066;DE FUMEL ETIENNE;;Homme;MAH1;913;00:21:56;00:43:14;00:54:25;01:05:04;01:32:32;+29:01;263.1653789638337;263.2;255.6;262.0;270.29686731179265;-7.599999999999994;6.400000000000006;8.296867311792653;7.096867311792664;0.034621036166299746;-7.565378963833695;-1.1653789638336889;7.131488347958964;6.748433655896349;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2414;4303;VILLAIN ROBIN;;Homme;SEH;1238;00:21:23;00:42:09;00:53:15;01:04:14;01:32:33;+29:02;263.21277906811395;256.6;249.2;265.0;278.6616368705921;-7.400000000000034;15.800000000000011;13.661636870592076;22.061636870592054;-6.612779068113923;-14.012779068113957;1.7872209318860541;15.44885780247813;18.930818435296004;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
2415;2780;ROCHEDREUX NELSON;;Homme;SEH;1239;00:21:30;00:42:44;00:54:16;01:05:07;01:32:33;+29:02;263.21277906811395;258.0;254.8;268.6;269.9688371330162;-3.1999999999999886;13.800000000000011;1.3688371330162;11.968837133016223;-5.212779068113946;-8.412779068113934;5.387220931886077;6.756058064902277;12.884418566508145;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2416;8353;SIGUENZA ANTONIO;;Homme;MAH2;23;00:21:39;00:43:34;00:55:02;01:05:53;01:32:33;+29:02;263.21277906811395;259.8;263.0;267.8;262.42414302115793;3.1999999999999886;4.800000000000011;-5.37585697884208;2.62414302115792;-3.4127790681139345;-0.21277906811394587;4.5872209318860655;-0.7886360469560145;3.712071510578994;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2417;9734;LERAI ELODIE;ZOOM VOLT RUNNERS;Femme;MAF1;41;00:22:04;00:43:33;00:54:53;01:05:52;01:32:33;+29:02;263.21277906811395;264.8;257.8;267.8;262.58815811054615;-7.0;10.0;-5.211841889453865;-2.211841889453865;1.5872209318860655;-5.4127790681139345;4.5872209318860655;-0.6246209575677995;3.894079055273039;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2418;7345;REGNAUD MARTIN;LE PACK;Homme;SEH;1240;00:22:17;00:43:38;00:55:04;01:05:52;01:32:33;+29:02;263.21277906811395;267.4;256.2;266.8;262.58815811054615;-11.199999999999989;10.600000000000023;-4.211841889453865;-4.811841889453831;4.187220931886031;-7.012779068113957;3.5872209318860655;-0.6246209575677995;2.894079055273096;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2419;2367;DE COATGOUREDEN ALEXIS;;Homme;SEH;1241;00:22:42;00:44:36;00:56:09;01:06:49;01:32:34;+29:03;263.26017917239415;272.4;262.8;266.6;253.40331310480562;-9.599999999999966;3.8000000000000114;-13.196686895194404;-18.996686895194358;9.139820827605831;-0.46017917239413464;3.3398208276058767;-9.856866067588527;-7.598343447597188;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2420;3151;CAULLIEZ QUENTIN;;Homme;SEH;1242;00:22:32;00:44:28;00:56:04;01:06:56;01:32:34;+29:03;263.26017917239415;270.4;263.2;269.6;252.25520747908806;-7.199999999999989;6.400000000000034;-17.344792520911966;-18.14479252091192;7.139820827605831;-0.060179172394157376;6.339820827605877;-11.00497169330609;-5.872396260455901;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2421;2918;ROUSSEAU MARTIN;;Homme;SEH;1243;00:22:36;00:44:08;00:55:28;01:06:20;01:32:35;+29:04;263.3075792766744;271.2;258.4;266.4;258.3237657864523;-12.800000000000011;8.0;-8.07623421354765;-12.876234213547662;7.892420723325586;-4.907579276674426;3.0924207233255743;-4.983813490222076;-2.4381171067738023;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2422;8195;MOLLET ALEXIS;;Homme;MAH1;914;00:21:21;00:42:25;00:55:22;01:06:12;01:32:36;+29:05;263.3549793809546;256.2;252.8;285.4;259.7999015909464;-3.3999999999999773;32.599999999999966;-25.6000984090536;3.599901590946388;-7.1549793809546145;-10.554979380954592;22.045020619045374;-3.5550777900082267;18.099950795473205;0.0;Positive split;4.0;Strong starter;4.0;Steady pace
2423;933;GANTZER JULIEN;;Homme;MAH1;915;00:22:00;00:43:17;00:54:47;01:05:37;01:32:36;+29:05;263.3549793809546;264.0;255.4;268.0;265.5404297195342;-8.599999999999994;12.599999999999994;-2.4595702804658117;1.5404297195341883;0.6450206190453969;-7.9549793809545974;4.645020619045397;2.185450338579585;7.070214859767077;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
