Rank;Bib;Name;Club;Sex;Category;Category_Rank;5km;10km;12km;15km;Finish;Time_Behind_Winner;Avg_Pace;0_5_pace;5_10_pace;10_15_pace;15_end_pace;0_5_10_diff;5_10_15_diff;10_15_end_diff;start_end_diff;0_5_average_diff;5_10_average_diff;10_15_average_diff;15_end_average_diff;10k_diff;Cluster_5;Cluster_5_Label;Cluster_8;Cluster_8_Label;Cluster_10;Cluster_10_Label
4028;8218;RENAUD LUCAS;;Homme;SEH;1899;00:24:54;00:48:33;01:01:10;01:12:49;01:40:47;+37:16;286.62843058254725;298.8;283.8;291.2;275.2173199934394;-15.0;7.399999999999977;-15.9826800065606;-23.582680006560622;12.171569417452758;-2.8284305825472416;4.571569417452736;-11.411110589107864;-8.091340003280322;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
4029;10889;DELWAL EMMA;;Femme;SEF;283;00:24:33;00:47:46;01:00:16;01:11:54;01:40:48;+37:17;286.6758306868275;294.6;278.6;289.6;284.4021649991799;-16.0;11.0;-5.197835000820135;-10.197835000820135;7.924169313172513;-8.075830686827487;2.924169313172513;-2.273665687647622;0.4010824995899611;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4030;2962;DIVET GUILLAUME;;Homme;SEH;1900;00:23:02;00:45:17;00:57:26;01:09:38;01:40:48;+37:17;286.6758306868275;276.4;267.0;292.2;306.70821715597833;-9.399999999999977;25.19999999999999;14.508217155978343;30.308217155978355;-10.275830686827533;-19.67583068682751;5.524169313172479;20.032386469150822;27.754108577989143;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
4031;4985;POMMIER THIERRY;;Homme;MAH1;1540;00:23:21;00:46:40;00:59:10;01:11:04;01:40:48;+37:17;286.6758306868275;280.2;279.8;292.8;292.6029194685911;-0.39999999999997726;13.0;-0.1970805314089148;12.402919468591108;-6.475830686827521;-6.8758306868274985;6.1241693131725015;5.927088781763587;12.701459734295554;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4032;2383;HUNOT ROMAIN;;Homme;SEH;1901;00:24:17;00:47:01;00:59:11;01:10:46;01:40:48;+37:17;286.6758306868275;291.4;272.8;285.0;295.55519107757914;-18.599999999999966;12.199999999999989;10.555191077579138;4.155191077579161;4.724169313172467;-13.875830686827499;-1.67583068682751;8.879360390751629;8.177595538789546;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
4033;7628;BRUNO PAUL-FRANÇOIS;;Homme;SEH;1902;00:24:15;00:47:43;01:00:01;01:11:31;01:40:48;+37:17;286.6758306868275;291.0;281.6;285.6;288.17451205510906;-9.399999999999977;4.0;2.5745120551090395;-2.825487944890938;4.32416931317249;-5.075830686827487;-1.0758306868274872;1.4986813682815523;0.5872560275545311;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4034;68;DELL'OLMO GHISLAIN;;Homme;MAH1;1541;00:22:26;00:44:37;00:57:16;01:09:11;01:40:49;+37:18;286.7232307911077;269.2;266.2;294.8;311.3006396588486;-3.0;28.600000000000023;16.50063965884857;42.10063965884859;-17.52323079110772;-20.52323079110772;8.076769208892301;24.57740886774087;35.350319829424336;0.0;Positive split;4.0;Strong starter;0.0;Positive Split
4035;6759;MERLIER DOMINIQUE;;Homme;MAH1;1542;00:23:56;00:47:16;00:59:32;01:11:13;01:40:49;+37:18;286.7232307911077;287.2;280.0;287.4;291.2907987534853;-7.199999999999989;7.399999999999977;3.890798753485342;4.0907987534853305;0.4767692088922786;-6.72323079110771;0.6767692088922672;4.567567962377609;5.7453993767426255;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
4036;823;TUAL YANN;;Homme;SEH;1903;00:23:14;00:46:23;00:58:47;01:10:40;01:40:49;+37:18;286.7232307911077;278.8;277.8;291.4;296.7032967032967;-1.0;13.599999999999966;5.3032967032967235;17.90329670329669;-7.923230791107699;-8.923230791107699;4.676769208892267;9.98006591218899;15.751648351648328;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4037;2897;PERON ERWAN;;Homme;SEH;1904;00:24:45;00:47:18;00:59:09;01:11:57;01:40:49;+37:18;286.7232307911077;297.0;270.6;295.8;284.07413482040346;-26.399999999999977;25.19999999999999;-11.725865179596553;-12.925865179596542;10.27676920889229;-16.123230791107687;9.076769208892301;-2.649095970704252;6.137067410201723;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
4038;3951;ADAM HOEL;;Homme;MAH1;1543;00:24:36;00:48:26;01:01:01;01:12:47;01:40:49;+37:18;286.7232307911077;295.2;286.0;292.2;275.87338035099225;-9.199999999999989;6.199999999999989;-16.32661964900774;-19.32661964900774;8.476769208892279;-0.72323079110771;5.476769208892279;-10.84985044011546;-6.563309824503904;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4039;55;ZOETELIEF TROMP GEOFFREY;;Homme;SEH;1905;00:25:19;00:48:30;;01:12:45;01:40:49;+37:18;286.7232307911077;303.8;278.2;291.0;276.20141052976874;-25.600000000000023;12.800000000000011;-14.798589470231263;-27.598589470231275;17.0767692088923;-8.523230791107721;4.27676920889229;-10.521820261338974;-7.399294735115632;1.0;Negative split;5.0;Negative split;5.0;cautious start, get times back 5-10k then consistent
4040;8481;MARQUES CHRISTIAN;;Homme;MAH1;1544;00:23:59;00:46:47;00:59:16;01:11:14;01:40:50;+37:19;286.77063089538797;287.8;273.6;293.4;291.2907987534853;-14.199999999999989;19.799999999999955;-2.109201246514658;3.4907987534853078;1.0293691046120443;-13.170630895387944;6.62936910461201;4.520167858097352;11.645399376742603;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4041;4013;JAEGY PHILIPPE;;Homme;MAH2;49;00:25:02;00:48:48;01:01:11;01:12:39;01:40:50;+37:19;286.77063089538797;300.4;285.2;286.2;277.3495161554863;-15.199999999999989;1.0;-8.85048384451369;-23.05048384451368;13.62936910461201;-1.5706308953879784;-0.5706308953879784;-9.421114739901668;-11.025241922256782;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
4042;4944;MILLE AURIAN;;Homme;ESH;97;00:25:38;00:49:06;01:01:25;01:13:00;01:40:50;+37:19;286.77063089538797;307.6;281.6;286.8;273.9051992783336;-26.0;5.199999999999989;-12.8948007216664;-33.69480072166641;20.829369104612056;-5.170630895387944;0.02936910461204434;-12.865431617054355;-14.24740036083324;1.0;Negative split;5.0;Negative split;7.0;Negative split
4043;8767;CALA MASSIMO;;Homme;SEH;1906;00:25:21;00:49:22;01:02:02;01:13:48;01:40:50;+37:19;286.77063089538797;304.2;288.2;293.2;266.03247498769883;-16.0;5.0;-27.167525012301155;-38.167525012301155;17.42936910461202;1.4293691046120216;6.429369104612022;-20.738155907689134;-16.58376250615055;1.0;Negative split;5.0;Negative split;7.0;Negative split
4044;5626;DE SOLAGES ELIE;;Homme;ESH;98;00:24:52;00:48:42;01:01:09;01:12:56;01:40:50;+37:19;286.77063089538797;298.4;286.0;290.8;274.5612596358865;-12.399999999999977;4.800000000000011;-16.23874036411354;-23.838740364113505;11.62936910461201;-0.770630895387967;4.029369104612044;-12.209371259501495;-9.519370182056775;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4045;3495;KNUDSEN CÉDRIC;;Homme;SEH;1907;00:24:35;00:48:23;01:00:47;01:12:30;01:40:50;+37:19;286.77063089538797;295.0;285.6;289.4;278.8256519599803;-9.399999999999977;3.7999999999999545;-10.574348040019686;-16.17434804001971;8.229369104612033;-1.1706308953879443;2.6293691046120102;-7.944978935407676;-6.187174020009877;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4046;1198;ZOETELIEF TROMP DAMIEN;;Homme;SEH;1908;00:25:19;00:48:31;01:00:59;01:12:33;01:40:50;+37:19;286.77063089538797;303.8;278.4;288.4;278.33360669181565;-25.400000000000034;10.0;-10.066393308184331;-25.466393308184365;17.029369104612044;-8.37063089538799;1.6293691046120102;-8.43702420357232;-7.733196654092239;1.0;Negative split;5.0;Negative split;5.0;cautious start, get times back 5-10k then consistent
4047;1682;ROUBINET JEAN;;Homme;SEH;1909;00:25:15;00:48:29;01:00:58;01:12:35;01:40:51;+37:20;286.81803099966817;303.0;278.8;289.2;278.16959160242743;-24.19999999999999;10.399999999999977;-11.030408397572558;-24.83040839757257;16.181969000331833;-8.018030999668156;2.3819690003318215;-8.648439397240736;-7.215204198786296;1.0;Negative split;5.0;Negative split;5.0;cautious start, get times back 5-10k then consistent
4048;10904;JAMIN AURÉLIE;CS CLICHY ATHLETISME;Femme;SEF;284;00:24:23;00:47:46;01:00:05;01:11:43;01:40:52;+37:21;286.8654311039484;292.6;280.6;287.4;286.8623913400033;-12.0;6.7999999999999545;-0.5376086599966925;-5.737608659996738;5.734568896051599;-6.265431103948401;0.5345688960515531;-0.0030397639451393843;0.5311956700015799;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4049;7844;TRIAUD VINCENT;;Homme;SEH;1910;00:24:38;00:47:59;01:00:19;01:12:17;01:40:52;+37:21;286.8654311039484;295.6;280.2;291.6;281.28587830080363;-15.400000000000034;11.400000000000034;-10.314121699196392;-14.314121699196392;8.734568896051599;-6.6654311039484355;4.734568896051599;-5.579552803144793;-1.4570608495981787;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4050;5396;GUESDON NICOLAS;;Homme;MAH1;1545;00:24:25;00:47:59;01:00:38;;01:40:52;+37:21;286.8654311039484;293.0;282.8;285.93313508155353;285.9331350815536;-10.199999999999989;3.133135081553519;5.684341886080802e-14;-7.066864918446413;6.134568896051576;-4.065431103948413;-0.932296022394894;-0.9322960223948371;-1.9668649184463902;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4051;5805;PUYOBRO BENJAMIN;CS CLICHY ATHLETISME;Homme;SEH;1911;00:24:23;00:47:44;01:00:05;01:11:44;01:40:53;+37:22;286.9128312082286;292.6;280.2;288.0;286.8623913400033;-12.400000000000034;7.800000000000011;-1.1376086599967152;-5.737608659996738;5.6871687917713984;-6.712831208228636;1.0871687917713757;-0.050439868225339524;1.0311956700016935;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4052;5219;DESCAMPS MEHDI;;Homme;SEH;1912;00:22:44;;00:59:26;01:11:22;01:40:53;+37:22;286.9128312082286;272.8;291.8;291.8;290.4707233065442;19.0;0.0;-1.3292766934558244;17.670723306544176;-14.112831208228613;4.887168791771387;4.887168791771387;3.5578920983155626;8.83536165327206;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
4053;4483;VIVIEN RODOLPHE;;Homme;MAH1;1546;00:24:27;00:47:59;01:00:38;01:12:19;01:40:53;+37:22;286.9128312082286;293.4;282.4;292.0;281.1218632114154;-11.0;9.600000000000023;-10.878136788584584;-12.278136788584561;6.487168791771353;-4.512831208228647;5.087168791771376;-5.790967996813208;-1.3390683942922692;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4054;9914;DURAND-REVILLE DIANE;XVe ATHLETIC CLUB;Femme;MAF1;122;00:23:36;00:46:34;00:59:07;01:11:05;01:40:54;+37:23;286.9602313125089;283.2;275.6;294.2;293.42299491553223;-7.599999999999966;18.599999999999966;-0.7770050844677598;10.22299491553224;-3.7602313125088926;-11.360231312508859;7.239768687491107;6.4627636030233475;14.411497457766131;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4055;7671;AMITRANO VICTORIEN;;Homme;MAH1;1547;00:23:37;00:47:02;00:59:25;01:11:16;01:40:54;+37:23;286.9602313125089;283.4;281.0;290.8;291.61882893226175;-2.3999999999999773;9.800000000000011;0.8188289322617379;8.218828932261772;-3.560231312508904;-5.960231312508881;3.83976868749113;4.658597619752868;9.009414466130863;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4056;9152;NOWICKI CLARA;;Femme;SEF;285;00:23:40;00:47:00;00:59:12;01:11:02;01:40:54;+37:23;286.9602313125089;284.0;280.0;288.4;293.9150401836969;-4.0;8.399999999999977;5.515040183696897;9.915040183696874;-2.9602313125088813;-6.960231312508881;1.439768687491096;6.954808871187993;9.157520091848426;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4057;3605;GUEVEL ANTOINE;;Homme;SEH;1913;00:24:10;00:47:11;00:59:57;01:11:45;01:40:54;+37:23;286.9602313125089;290.0;276.2;294.8;286.8623913400033;-13.800000000000011;18.600000000000023;-7.937608659996727;-3.1376086599967152;3.0397686874911187;-10.760231312508893;7.83976868749113;-0.0978399725055965;7.731195670001625;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4058;4894;BEUCHER MICHAEL;;Homme;MAH1;1548;00:24:55;00:47:33;;01:11:32;01:40:54;+37:23;286.9602313125089;299.0;271.6;287.8;288.9945875020502;-27.399999999999977;16.19999999999999;1.194587502050183;-10.005412497949806;12.039768687491119;-15.360231312508859;0.8397686874911301;2.034356189541313;3.09729375102512;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
4059;794;MICHELLET MATEO;;;SEH;2;00:24:59;00:48:28;01:01:05;01:12:57;01:40:54;+37:23;286.9602313125089;299.8;281.8;293.8;275.0533049040512;-18.0;12.0;-18.746695095948837;-24.746695095948837;12.83976868749113;-5.16023131250887;6.83976868749113;-11.906926408457707;-6.373347547974447;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
4060;8411;GHANEM M-HAMED;;Homme;MAH1;1549;00:23:50;00:47:06;00:59:35;01:11:25;01:40:55;+37:24;287.0076314167891;286.0;279.2;291.8;290.306708217156;-6.800000000000011;12.600000000000023;-1.4932917828440395;4.306708217155972;-1.0076314167890814;-7.807631416789093;4.79236858321093;3.2990768003668904;8.453354108577969;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4061;8294;BOUDET JONATHAN;;Homme;MAH1;1550;00:24:21;00:47:45;01:00:12;01:12:03;01:40:55;+37:24;287.0076314167891;292.2;280.8;291.6;284.07413482040346;-11.399999999999977;10.800000000000011;-7.525865179596565;-8.12586517959653;5.192368583210907;-6.20763141678907;4.592368583210941;-2.9334965963856234;1.337067410201712;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4062;1385;THIZY HUGO;;Homme;SEH;1914;00:24:30;00:47:28;00:59:50;01:11:39;01:40:55;+37:24;287.0076314167891;294.0;275.6;290.2;288.01049696572085;-18.399999999999977;14.599999999999966;-2.1895030342791415;-5.989503034279153;6.992368583210919;-11.407631416789059;3.192368583210907;1.0028655489317657;4.3052484828604065;2.0;Steady pace;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
4063;3946;BERNARDI GIOVANNI;;Homme;SEH;1915;00:24:40;00:48:03;01:00:19;01:11:54;01:40:56;+37:25;287.05503152106934;296.0;280.6;286.2;285.7142857142857;-15.399999999999977;5.599999999999966;-0.4857142857142662;-10.285714285714278;8.944968478930662;-6.455031521069316;-0.8550315210693498;-1.340745806783616;-2.342857142857156;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4064;11229;JÉGOUX MATHILDE;;Femme;MAF1;123;00:25:11;00:48:54;01:01:09;01:12:39;01:40:56;+37:25;287.05503152106934;302.2;284.6;285.0;278.33360669181565;-17.599999999999966;0.39999999999997726;-6.666393308184354;-23.866393308184342;15.14496847893065;-2.4550315210693157;-2.0550315210693384;-8.721424829253692;-11.733196654092126;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
4065;5550;MAVRÉ PASCAL;;Homme;MAH1;1551;00:25:14;00:49:14;01:01:50;01:13:32;01:40:56;+37:25;287.05503152106934;302.8;288.0;291.6;269.6408069542398;-14.800000000000011;3.6000000000000227;-21.95919304576023;-33.15919304576022;15.744968478930673;0.9449684789306616;4.544968478930684;-17.414224566829546;-14.77959652288007;1.0;Negative split;5.0;Negative split;7.0;Negative split
4066;3902;EKMEKDJIAN JULES;;Homme;SEH;1916;00:24:15;00:47:41;01:00:04;01:11:56;01:40:56;+37:25;287.05503152106934;291.0;281.2;291.0;285.38625553550924;-9.800000000000011;9.800000000000011;-5.613744464490765;-5.613744464490765;3.9449684789306616;-5.85503152106935;3.9449684789306616;-1.668775985560103;2.093127767754595;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4067;2151;DE TERNAY AYMERICK;;Homme;MAH1;1552;00:25:07;00:47:54;01:00:41;01:12:12;01:40:57;+37:26;287.10243162534954;301.4;273.4;291.6;282.9260291946859;-28.0;18.200000000000045;-8.673970805314127;-18.47397080531408;14.297568374650439;-13.702431625349561;4.497568374650484;-4.176402430663643;-0.1369854026570465;1.0;Negative split;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
4068;3954;BODIN ETIENNE;;Homme;MAH1;1553;00:23:19;00:46:45;00:59:20;01:11:16;01:40:57;+37:26;287.10243162534954;279.8;281.2;294.2;292.1108742004264;1.3999999999999773;13.0;-2.089125799573594;12.310874200426383;-7.302431625349527;-5.90243162534955;7.09756837465045;5.008442575076856;12.655437100213192;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4069;8366;DEKEYSER ADRIEN;;Homme;JUH;15;00:25:10;00:49:10;01:01:40;01:13:29;01:40:57;+37:26;287.10243162534954;302.0;288.0;291.8;270.29686731179265;-14.0;3.8000000000000114;-21.50313268820736;-31.703132688207347;14.897568374650461;0.8975683746504615;4.697568374650473;-16.805564313556886;-13.95156634410364;1.0;Negative split;5.0;Negative split;7.0;Negative split
4070;4670;KARAS RAPHAEL;;Homme;MAH1;1554;00:29:00;;;;01:40:57;+37:26;287.10243162534954;348.0;268.1866186245884;268.1866186245884;268.1866186245885;-79.81338137541161;0.0;1.1368683772161603e-13;-79.8133813754115;60.89756837465046;-18.915813000761148;-18.915813000761148;-18.915813000761034;-39.90669068770575;1.0;Negative split;5.0;Negative split;7.0;Negative split
4071;67;DE CASTELLAN NICOLAS;;Homme;ESH;99;00:22:06;00:45:42;00:58:29;01:11:00;01:40:58;+37:27;287.1498317296298;265.2;283.2;303.6;294.8991307200262;18.0;20.400000000000034;-8.700869279973801;29.699130720026233;-21.949831729629807;-3.949831729629807;16.450168270370227;7.749298990396426;25.049565360013105;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
4072;8429;ESCOUBET PIERRE-LUC;;Homme;SEH;1917;00:23:02;00:45:39;00:57:44;01:09:49;01:40:58;+37:27;287.1498317296298;276.4;271.4;290.0;306.5442020665901;-5.0;18.600000000000023;16.544202066590117;30.14420206659014;-10.749831729629818;-15.749831729629818;2.8501682703702045;19.39437033696032;24.372101033295053;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
4073;2317;ROUXEL OLIVIER;;Homme;MAH1;1555;00:24:03;00:46:58;00:59:36;01:11:24;01:40:59;+37:28;287.19723183391;288.6;275.0;293.2;291.1267836640971;-13.600000000000023;18.19999999999999;-2.0732163359028846;2.5267836640970813;1.402768166090027;-12.197231833909996;6.002768166089993;3.9295518301871084;10.363391832048535;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4074;3248;BARAT NICOLAS;;Homme;SEH;1918;00:24:18;00:47:28;01:00:01;01:11:37;01:40:59;+37:28;287.19723183391;291.6;278.0;289.8;288.9945875020502;-13.600000000000023;11.800000000000011;-0.805412497949817;-2.6054124979498283;4.402768166090027;-9.197231833909996;2.6027681660900157;1.7973556681401988;4.59729375102512;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4075;11201;LABORDE PASCALE;;Femme;MAF1;124;00:24:43;00:48:33;01:00:58;01:12:43;01:41:00;+37:29;287.24463193819025;296.6;286.0;290.0;278.33360669181565;-10.600000000000023;4.0;-11.666393308184354;-18.266393308184377;9.35536806180977;-1.2446319381902526;2.7553680618097474;-8.911025246374606;-7.13319665409216;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4076;11303;BALLEREAU NOLWENN;;Femme;SEF;286;00:24:08;00:47:20;00:59:43;01:11:41;01:41:00;+37:29;287.24463193819025;289.6;278.4;292.2;288.5025422338855;-11.200000000000045;13.800000000000011;-3.6974577661144963;-1.0974577661145304;2.35536806180977;-8.844631938190275;4.955368061809736;1.2579102956952397;6.351271116942712;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
4077;7020;LE GALL SÉBASTIEN;;Homme;MAH1;1556;00:24:38;00:48:25;01:00:53;01:12:34;01:41:00;+37:29;287.24463193819025;295.6;285.4;289.8;279.80974249630964;-10.200000000000045;4.400000000000034;-9.990257503690373;-15.790257503690384;8.35536806180977;-1.8446319381902754;2.5553680618097587;-7.434889441880614;-5.695128751845175;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4078;1762;MOITA ENZO;;Homme;SEH;1919;00:24:57;00:48:29;01:00:47;01:12:35;01:41:00;+37:29;287.24463193819025;299.4;282.4;289.2;279.6457274069214;-17.0;6.800000000000011;-9.554272593078565;-19.754272593078554;12.155368061809725;-4.844631938190275;1.955368061809736;-7.598904531268829;-6.477136296539243;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4079;5162;SCHOEN ARTHUR;;Homme;SEH;1920;00:24:01;00:47:23;00:59:59;01:11:49;01:41:01;+37:30;287.29203204247045;288.2;280.4;293.2;287.35443660816793;-7.800000000000011;12.800000000000011;-5.845563391832059;-0.8455633918320586;0.9079679575295359;-6.8920320424704755;5.907967957529536;0.06240456569747721;5.977218304083976;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
4080;7011;CHOPP STEPHANE;AC BOULOGNE BILLANCOURT;Homme;MAH1;1557;00:24:09;00:47:16;00:59:49;01:11:31;01:41:01;+37:30;287.29203204247045;289.8;277.4;291.0;290.306708217156;-12.400000000000034;13.600000000000023;-0.6932917828440281;0.5067082171559605;2.5079679575295586;-9.892032042470476;3.707967957529547;3.014676174685519;7.053354108577992;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4081;6327;LETERME PIERRE;;Homme;SEH;1921;00:24:45;00:47:49;01:00:15;01:12:03;01:41:01;+37:30;287.29203204247045;297.0;276.8;290.8;285.0582253567328;-20.19999999999999;14.0;-5.741774643267206;-11.941774643267195;9.707967957529547;-10.492032042470441;3.5079679575295586;-2.2338066857376475;1.0291126783664595;2.0;Steady pace;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
4082;8471;PASSALACQUA ARNAUD;;Homme;MAH1;1558;00:24:21;00:48:23;01:00:44;01:12:20;01:41:02;+37:31;287.3394321467507;292.2;288.4;287.4;282.4339839265212;-3.8000000000000114;-1.0;-4.966016073478784;-9.766016073478795;4.860567853249279;1.0605678532492675;0.0605678532492675;-4.905448220229516;-5.3830080367393975;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4083;7331;JUDICE FRÉDÉRIC;XVe ATHLETIC CLUB;Homme;MAH1;1559;00:24:29;00:48:08;01:00:39;01:12:31;01:41:02;+37:31;287.3394321467507;293.8;283.8;292.6;280.62981794325077;-10.0;8.800000000000011;-11.970182056749252;-13.17018205674924;6.460567853249302;-3.5394321467506984;5.260567853249313;-6.709614203499939;-2.185091028374643;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4084;8457;ANANIAN DAVID;;Homme;MAH1;1560;00:23:58;00:47:18;00:59:51;01:11:50;01:41:02;+37:31;287.3394321467507;287.6;280.0;294.4;287.35443660816793;-7.600000000000023;14.399999999999977;-7.045563391832047;-0.24556339183209275;0.260567853249313;-7.33943214675071;7.0605678532492675;0.015004461417220227;7.077218304083942;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
4085;2371;LEVAILLANT GABRIEL;;Homme;SEH;1922;00:24:21;00:47:51;01:00:18;01:12:06;01:41:02;+37:31;287.3394321467507;292.2;282.0;291.0;284.7301951779564;-10.199999999999989;9.0;-6.269804822043625;-7.4698048220436135;4.860567853249279;-5.33943214675071;3.6605678532492902;-2.6092369687943346;0.7650975889781648;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4086;281;DELOTTE BENJAMIN;;Homme;MAH1;1561;00:24:20;00:48:01;01:00:38;01:12:35;01:41:02;+37:31;287.3394321467507;292.0;284.2;294.8;279.97375758569785;-7.800000000000011;10.600000000000023;-14.826242414302158;-12.026242414302146;4.66056785324929;-3.139432146750721;7.460567853249302;-7.365674561052856;-0.7131212071510618;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4087;903;ROUSSEAU PAUL;;Homme;SEH;1923;00:24:42;00:48:38;01:01:13;01:13:06;01:41:02;+37:31;287.3394321467507;296.4;287.2;293.6;274.8892898146629;-9.199999999999989;6.400000000000034;-18.71071018533712;-21.510710185337075;9.060567853249268;-0.13943214675072113;6.260567853249313;-12.450142332087808;-7.555355092668492;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
4088;1641;VUILLECARD JONATHAN;;Homme;MAH1;1562;00:24:00;00:46:57;00:59:05;;01:41:02;+37:31;287.3394321467507;288.0;275.4;292.421375146436;292.42137514643593;-12.600000000000023;17.021375146436014;-5.684341886080802e-14;4.421375146435935;0.6605678532492902;-11.939432146750732;5.081942999685282;5.081942999685225;10.721375146435946;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
4089;1103;MARCHAND ADRIEN;;Homme;MAH1;1563;00:26:12;00:49:32;01:02:06;01:13:27;01:41:02;+37:31;287.3394321467507;314.4;280.0;287.0;271.4449729375102;-34.39999999999998;7.0;-15.555027062489785;-42.95502706248976;27.060567853249268;-7.33943214675071;-0.33943214675070976;-15.894459209240495;-17.97751353124488;1.0;Negative split;5.0;Negative split;7.0;Negative split
4090;8428;HESPEL JOSEPH;;Homme;SEH;1924;00:25:20;00:49:33;01:02:48;01:14:04;01:41:02;+37:31;287.3394321467507;304.0;290.6;294.2;265.376414630146;-13.399999999999977;3.599999999999966;-28.823585369854015;-38.62358536985403;16.66056785324929;3.260567853249313;6.860567853249279;-21.963017516604737;-17.511792684927002;1.0;Negative split;5.0;Negative split;7.0;Negative split
4091;5963;RIGAUDIÈRE ABEL;;Homme;ESH;100;00:23:22;00:46:02;00:57:48;01:09:11;01:41:03;+37:32;287.3868322510309;280.4;272.0;277.8;313.5968509102837;-8.399999999999977;5.800000000000011;35.796850910283695;33.19685091028373;-6.986832251030933;-15.38683225103091;-9.586832251030899;26.210018659252796;19.4984254551419;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
4092;5209;ALBY FELIX;;Homme;MAH1;1564;00:23:04;00:46:01;00:58:12;01:10:02;01:41:03;+37:32;287.3868322510309;276.8;275.4;288.2;305.23208135148434;-1.400000000000034;12.800000000000011;17.03208135148435;28.432081351484328;-10.586832251030899;-11.986832251030933;0.8131677489690787;17.84524910045343;20.61604067574217;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
4093;2155;CHARRIER GUILLAUME;;Homme;MAH1;1565;00:24:07;00:47:25;00:59:47;01:11:23;01:41:03;+37:32;287.3868322510309;289.4;279.6;287.6;291.9468591110382;-9.799999999999955;8.0;4.346859111038157;2.546859111038202;2.0131677489690674;-7.786832251030887;0.21316774896911284;4.5600268600072695;5.273429555519101;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
